item_id,total_demand,total_revenue,avg_price,movement_type
FOODS_3_586,932236.0,1482295.4800000007,1.5944925296239199,Fast-moving
FOODS_3_120,290132.0,1444850.1,4.97809664889059,Fast-moving
FOODS_3_090,1017916.0,1377664.0399999996,1.3618438948995506,Fast-moving
FOODS_3_202,300529.0,1272487.14,4.256522926326611,Fast-moving
FOODS_3_587,402159.0,991308.0199999998,2.5161360123647665,Fast-moving
FOODS_3_252,573723.0,871806.2400000007,1.5193405461102343,Fast-moving
FOODS_3_555,497881.0,789009.4800000014,1.5944564657393243,Fast-moving
FOODS_3_444,109137.0,719129.2399999998,6.60754280155628,Fast-moving
HOBBIES_1_354,31143.0,711937.1399999995,23.163900608256494,Fast-moving
FOODS_1_096,96007.0,670077.0600000006,6.686145285935104,Fast-moving
FOODS_3_694,395937.0,634224.4600000004,1.6045904173106864,Fast-moving
FOODS_3_714,402111.0,611991.5799999997,1.5230911901081725,Fast-moving
HOBBIES_1_158,26104.0,597569.3599999993,22.042730729346445,Medium
FOODS_3_226,368369.0,592860.0200000015,1.6046264811952824,Fast-moving
HOUSEHOLD_1_535,82024.0,571641.2800000011,6.9630980799169935,Fast-moving
HOUSEHOLD_1_072,70324.0,562605.9399999965,8.004753475295223,Fast-moving
FOODS_2_244,96378.0,559122.6900000006,5.787679622431961,Fast-moving
HOUSEHOLD_1_110,150650.0,548015.8600000007,3.639107555008451,Fast-moving
HOUSEHOLD_1_272,54175.0,540098.0099999998,9.95299227202459,Fast-moving
FOODS_3_099,216471.0,539910.04,2.49621096173733,Fast-moving
HOUSEHOLD_1_053,35273.0,529816.24,15.029537032257952,Fast-moving
FOODS_3_574,87135.0,520268.7999999967,5.977113848373782,Fast-moving
FOODS_2_197,164027.0,519234.0599999993,3.15898145285939,Fast-moving
FOODS_2_276,160385.0,501579.4899999996,3.159590932509055,Fast-moving
FOODS_1_012,86633.0,499828.7499999995,6.153808990651096,Fast-moving
FOODS_3_607,225436.0,488786.47999999946,2.2362517438173883,Fast-moving
FOODS_3_511,73835.0,487475.00999999954,6.468313564298131,Fast-moving
FOODS_3_516,136559.0,483374.52,3.5262318763609626,Fast-moving
FOODS_3_282,191126.0,478703.9000000001,2.504273553878889,Fast-moving
FOODS_2_183,54138.0,476020.0199999987,8.752687040120167,Fast-moving
FOODS_3_764,155362.0,462683.879999999,2.969096216721174,Fast-moving
FOODS_3_329,150241.0,447328.0599999999,2.965374950612421,Fast-moving
FOODS_3_377,276989.0,439906.7200000002,1.5926172076249476,Fast-moving
FOODS_3_083,23481.0,439470.07999999647,18.79796887079291,Medium
FOODS_3_476,72894.0,435169.61999999627,5.973652191936808,Fast-moving
FOODS_3_136,102353.0,434642.7400000009,4.270466769706321,Fast-moving
FOODS_3_546,72707.0,434508.36999999644,5.975669693529899,Fast-moving
FOODS_3_080,265811.0,421057.38000000035,1.5944564657393243,Fast-moving
FOODS_3_469,67993.0,417821.45999999833,6.1591184956206755,Fast-moving
HOBBIES_1_147,41092.0,411057.02999999956,10.052036562073567,Fast-moving
FOODS_2_368,51653.0,400536.93000000046,7.4968974755281055,Fast-moving
FOODS_3_441,59794.0,393338.31999999966,6.594600518806605,Fast-moving
FOODS_3_723,289170.0,393047.2799999999,1.371711488923242,Fast-moving
FOODS_3_785,127067.0,390357.5299999996,3.0905769450474163,Fast-moving
HOUSEHOLD_1_494,48781.0,388784.5699999991,7.970000000000004,Fast-moving
FOODS_3_804,204936.0,385279.6799999998,1.880000000000057,Fast-moving
FOODS_3_473,99899.0,384522.9199999996,3.8689058663028812,Fast-moving
FOODS_3_702,127308.0,380194.67999999825,2.9943451828954295,Fast-moving
FOODS_2_056,53850.0,377936.87999999727,7.052874291602151,Fast-moving
FOODS_1_170,65317.0,373863.0199999999,6.152699994401868,Fast-moving
FOODS_2_029,34829.0,371060.45999999903,10.659420025533205,Fast-moving
FOODS_3_362,147856.0,370135.5199999999,2.491905968022792,Fast-moving
FOODS_3_124,70025.0,368104.2099999976,5.324459669079506,Fast-moving
HOUSEHOLD_1_469,20394.0,365432.25999999914,17.97383886749237,Medium
FOODS_3_231,67196.0,353117.4399999978,5.327527047913321,Fast-moving
HOUSEHOLD_1_440,23241.0,350007.3499999993,15.032495084342228,Medium
FOODS_2_052,28317.0,342877.36999999924,12.52891602266854,Fast-moving
FOODS_3_811,182974.0,342196.71999999974,1.870391803067451,Fast-moving
FOODS_3_318,264845.0,342141.4099999998,1.3179180834621391,Fast-moving
HOUSEHOLD_1_537,21385.0,341409.4699999993,15.967006697578515,Medium
FOODS_3_134,50409.0,336662.81999999896,6.729970382656096,Fast-moving
FOODS_3_783,63981.0,335642.28999999794,5.324437137530946,Fast-moving
HOUSEHOLD_1_413,18272.0,327937.0299999992,18.05584952847384,Medium
HOUSEHOLD_1_140,21351.0,320728.87999999936,15.067888178913611,Medium
FOODS_3_458,168416.0,320465.79999999993,1.9023753756866362,Fast-moving
FOODS_3_368,53268.0,318297.13999999646,5.977472793852004,Fast-moving
HOUSEHOLD_1_427,53233.0,317259.75999999774,5.949703519620906,Fast-moving
FOODS_2_019,99979.0,317074.66999999946,3.1719512617659236,Fast-moving
HOUSEHOLD_1_409,106858.0,316779.43999999954,2.961046878608301,Fast-moving
FOODS_3_499,126000.0,315476.94000000006,2.504363435515047,Fast-moving
HOUSEHOLD_1_344,39461.0,314295.1800000002,7.963918083462122,Fast-moving
FOODS_3_704,73910.0,311637.62999999995,4.248886656362676,Fast-moving
FOODS_3_150,149830.0,309666.38,2.1346306027820616,Fast-moving
HOUSEHOLD_1_373,91069.0,309394.78000000026,3.4041168128578683,Fast-moving
FOODS_3_753,58631.0,307433.379999998,5.327125116423346,Fast-moving
FOODS_3_154,102725.0,306120.49999999674,2.980000000000012,Fast-moving
FOODS_3_697,100470.0,303306.93999999936,3.0413911758497023,Fast-moving
FOODS_3_695,76093.0,302884.7399999983,3.9909117097892337,Fast-moving
FOODS_2_380,59402.0,301588.8499999997,5.092421292131887,Fast-moving
HOUSEHOLD_1_040,66496.0,300201.88000000035,4.524512466206025,Fast-moving
FOODS_3_079,50155.0,299911.3999999971,5.979814599003959,Fast-moving
HOUSEHOLD_1_177,39795.0,298859.79999999906,7.473772282328657,Fast-moving
HOUSEHOLD_1_027,52759.0,298635.2100000001,5.653200268193393,Fast-moving
FOODS_3_756,114433.0,298331.7200000002,2.617169654886511,Fast-moving
HOBBIES_1_236,25083.0,297233.39999999903,11.774144182124493,Medium
FOODS_3_455,136740.0,296861.4899999988,2.23429937523908,Fast-moving
HOUSEHOLD_1_032,27173.0,291998.89999999927,10.739673578806123,Fast-moving
HOUSEHOLD_1_514,79703.0,289032.21000000054,3.638972365483785,Fast-moving
HOUSEHOLD_1_106,31612.0,288443.46999999945,9.087855662562436,Fast-moving
FOODS_3_635,282174.0,278726.60999999987,0.9790677352637158,Fast-moving
FOODS_3_808,281888.0,278330.8899999999,0.9810120432108465,Fast-moving
FOODS_3_389,171940.0,275601.39999999985,1.5936612920917181,Fast-moving
HOUSEHOLD_1_366,46002.0,274152.67999999784,5.955540938203251,Fast-moving
HOUSEHOLD_1_096,74866.0,272820.8800000004,3.639337702390118,Fast-moving
FOODS_3_681,256134.0,271066.57,1.1032736559694547,Fast-moving
FOODS_3_541,272632.0,269287.20999999985,0.9795363214837849,Fast-moving
FOODS_2_181,140979.0,268904.95,1.9401458011334485,Fast-moving
FOODS_3_491,199199.0,267673.6799999998,1.3581004636785305,Fast-moving
FOODS_2_194,37840.0,262715.05999999837,6.954810274697611,Fast-moving
HOUSEHOLD_1_497,17246.0,261343.74999999945,15.187069127081184,Medium
HOBBIES_1_064,20078.0,258780.97000000015,12.887855452106606,Medium
FOODS_1_129,38383.0,253338.13000000018,6.701988150437938,Fast-moving
FOODS_3_652,63480.0,252643.67999999845,3.9794480341692737,Fast-moving
FOODS_3_744,120662.0,251826.6599999998,2.0772368829556433,Fast-moving
HOBBIES_1_108,19627.0,250455.8299999971,12.767384199021237,Medium
HOUSEHOLD_1_310,33639.0,250247.88999999943,7.485660999484757,Fast-moving
FOODS_2_349,41196.0,248258.99999999872,6.033154239019317,Fast-moving
FOODS_3_592,34489.0,248004.2199999977,7.2425840689363135,Fast-moving
HOUSEHOLD_1_165,13646.0,245058.86999999933,17.94598755428781,Medium
HOUSEHOLD_1_541,32595.0,244305.68999999913,7.480558765865197,Fast-moving
FOODS_3_288,162029.0,241863.04000000007,1.489212881639488,Fast-moving
FOODS_1_004,132251.0,241427.2199999992,1.8462477302204967,Fast-moving
FOODS_1_043,132220.0,241400.49999999904,1.8437864502029375,Fast-moving
FOODS_3_327,75546.0,238905.17000000027,3.171932413950369,Fast-moving
FOODS_1_218,237733.0,232030.05999999924,0.9763884595569452,Fast-moving
FOODS_1_087,39912.0,232017.2100000003,6.076956698634148,Fast-moving
HOUSEHOLD_1_357,19365.0,231735.11999999936,12.017998142606341,Medium
FOODS_3_376,231286.0,231286.0,1.0,Fast-moving
HOBBIES_1_155,12088.0,229430.23999999894,18.979999999999716,Medium
FOODS_3_503,93731.0,227934.4799999982,2.44170541019495,Fast-moving
FOODS_1_187,25028.0,227858.8399999985,9.184098623615721,Medium
HOBBIES_1_099,15531.0,227480.25999999847,14.79334518289523,Medium
HOBBIES_1_078,18189.0,226883.9900000012,12.460702705493796,Medium
FOODS_3_263,83129.0,226354.2500000002,2.730078539823046,Fast-moving
FOODS_3_228,142505.0,225759.19999999984,1.5944925296239199,Fast-moving
HOUSEHOLD_1_191,70060.0,224949.9199999993,3.2360113343637837,Fast-moving
HOUSEHOLD_1_222,22069.0,224920.0899999996,10.324196748997108,Medium
FOODS_3_304,52439.0,224387.49999999724,4.330425038639794,Fast-moving
FOODS_1_055,58142.0,224381.12999999907,3.866195781113013,Fast-moving
FOODS_3_030,182547.0,224012.93999999992,1.2744366997108714,Fast-moving
FOODS_3_668,138717.0,221899.0600000002,1.6046264811952822,Fast-moving
HOUSEHOLD_1_347,27845.0,221888.409999999,7.96769880946242,Fast-moving
FOODS_3_772,41565.0,220050.11999999883,5.301175054581996,Fast-moving
FOODS_3_039,54688.0,219670.33999999877,4.035854807132594,Fast-moving
FOODS_3_672,91806.0,219593.66999999847,2.4061514994829447,Fast-moving
FOODS_3_245,101399.0,219284.5999999989,2.2357235256816876,Fast-moving
FOODS_2_274,31241.0,219211.78999999881,7.074618785850716,Fast-moving
HOBBIES_1_141,15000.0,219194.7899999985,14.788692941782399,Medium
FOODS_3_739,146308.0,218360.35000000006,1.4896342484097829,Fast-moving
FOODS_3_822,58903.0,218283.45999999874,3.8760314270994156,Fast-moving
HOUSEHOLD_1_488,21888.0,216588.04999999827,9.88781808482235,Medium
HOUSEHOLD_1_051,73778.0,216544.43999999945,2.9403622646639285,Fast-moving
FOODS_3_300,54147.0,215474.19999999827,3.9894151174558763,Fast-moving
FOODS_2_342,36270.0,214830.40999999823,5.9378579110897345,Fast-moving
FOODS_2_198,23040.0,213622.42999999988,9.35043418208019,Medium
FOODS_3_324,68825.0,212684.19999999955,3.1045881412087324,Fast-moving
FOODS_2_293,54201.0,212558.22999999952,3.9072353695499995,Fast-moving
FOODS_2_291,30273.0,212399.3199999984,7.01448029260823,Fast-moving
FOODS_3_682,60558.0,212321.6799999999,3.502907305708101,Fast-moving
FOODS_2_347,107207.0,212135.90999999997,1.9572136822342165,Fast-moving
HOBBIES_1_345,27724.0,211170.17,7.626500593119726,Fast-moving
FOODS_2_149,29916.0,210832.57999999885,7.078307839388003,Fast-moving
FOODS_3_572,77024.0,209915.60000000015,2.739657079646057,Fast-moving
HOUSEHOLD_1_506,60137.0,209196.50999999922,3.5294610980127943,Fast-moving
FOODS_3_634,52438.0,208869.66999999824,3.9828526532714545,Fast-moving
FOODS_2_360,261878.0,207387.04000000007,0.8167976860699488,Fast-moving
HOBBIES_1_040,15973.0,206277.72999999986,12.934637651122573,Medium
FOODS_3_319,208363.0,205651.5299999999,0.9796732903225944,Fast-moving
FOODS_3_562,40935.0,203642.49999999825,4.9743126556754,Fast-moving
FOODS_3_281,179140.0,202815.92999999996,1.2136785290016114,Fast-moving
HOBBIES_1_330,26626.0,202581.2,7.629298824499812,Medium
FOODS_2_266,21686.0,200965.97999999995,9.30471739288573,Medium
FOODS_3_227,77139.0,199667.76000000088,2.597999999999967,Fast-moving
HOBBIES_1_134,56299.0,198945.30000000086,3.6169862526664445,Fast-moving
HOBBIES_1_364,15886.0,198381.94000000105,12.455883687358419,Medium
HOUSEHOLD_1_370,28215.0,196505.03000000044,6.930880473982559,Fast-moving
FOODS_3_363,80404.0,195960.30999999904,2.447970828658452,Fast-moving
